order_id,product_id,quantity,unit_price,item_total
ORDER_100015,PROD_5099,3,250.91,752.73
ORDER_100015,PROD_5011,3,171.2,513.5999999999999
ORDER_100016,PROD_5094,1,159.74,159.74
ORDER_100017,PROD_5056,2,767.67,1535.34
ORDER_100017,PROD_5038,2,741.3,1482.6
ORDER_100017,PROD_5074,2,474.28,948.56
ORDER_100017,PROD_5019,1,288.83,288.83
ORDER_100017,PROD_5173,1,669.77,669.77
ORDER_100018,PROD_5064,2,833.05,1666.1
ORDER_100018,PROD_5166,1,350.91,350.91
ORDER_100019,PROD_5012,3,174.17,522.51
ORDER_100020,PROD_5011,3,171.2,513.5999999999999
ORDER_100020,PROD_5181,2,356.8,713.6
ORDER_100020,PROD_5013,3,75.52,226.56
ORDER_100020,PROD_5111,3,546.54,1639.62
ORDER_100021,PROD_5080,3,346.94,1040.82
ORDER_100021,PROD_5157,3,573.45,1720.3500000000001
ORDER_100022,PROD_5181,2,356.8,713.6
ORDER_100022,PROD_5019,2,288.83,577.66
ORDER_100023,PROD_5093,3,360.99,1082.97
ORDER_100024,PROD_5105,1,672.35,672.35
ORDER_100024,PROD_5010,2,291.42,582.84
ORDER_100024,PROD_5149,2,827.19,1654.38
ORDER_100025,PROD_5142,2,413.42,826.84
ORDER_100025,PROD_5000,2,187.53,375.06
ORDER_100026,PROD_5045,2,264.05,528.1
ORDER_100027,PROD_5040,3,617.8,1853.3999999999999
ORDER_100027,PROD_5056,2,767.67,1535.34
ORDER_100027,PROD_5122,2,407.54,815.08
ORDER_100027,PROD_5175,3,570.71,1712.13
ORDER_100027,PROD_5038,2,741.3,1482.6
ORDER_100028,PROD_5163,3,780.86,2342.58
ORDER_100028,PROD_5182,2,422.98,845.96
ORDER_100028,PROD_5080,1,346.94,346.94
ORDER_100029,PROD_5015,3,107.99,323.96999999999997
ORDER_100029,PROD_5163,3,780.86,2342.58
ORDER_100029,PROD_5146,1,21.18,21.18
ORDER_100029,PROD_5184,1,302.36,302.36
ORDER_100030,PROD_5079,2,451.86,903.72
ORDER_100030,PROD_5058,1,611.77,611.77
ORDER_100030,PROD_5016,3,325.37,976.11
ORDER_100031,PROD_5184,3,302.36,907.08
ORDER_100032,PROD_5153,3,129.9,389.70000000000005
ORDER_100033,PROD_5039,2,577.71,1155.42
ORDER_100033,PROD_5181,1,356.8,356.8
ORDER_100033,PROD_5119,1,156.88,156.88
ORDER_100033,PROD_5037,3,515.09,1545.27
ORDER_100034,PROD_5035,2,743.65,1487.3
ORDER_100034,PROD_5096,1,364.58,364.58
ORDER_100034,PROD_5003,3,584.48,1753.44
ORDER_100034,PROD_5053,3,510.44,1531.32
ORDER_100035,PROD_5179,1,255.52,255.52
ORDER_100035,PROD_5124,1,154.39,154.39
ORDER_100035,PROD_5054,1,507.94,507.94
ORDER_100035,PROD_5094,3,159.74,479.22
ORDER_100036,PROD_5184,3,302.36,907.08
ORDER_100036,PROD_5104,3,32.53,97.59
ORDER_100037,PROD_5151,2,577.36,1154.72
ORDER_100037,PROD_5058,2,611.77,1223.54
ORDER_100037,PROD_5129,2,355.99,711.98
ORDER_100038,PROD_5016,2,325.37,650.74
ORDER_100038,PROD_5013,1,75.52,75.52
ORDER_100038,PROD_5122,3,407.54,1222.6200000000001
ORDER_100039,PROD_5067,3,362.53,1087.59
ORDER_100040,PROD_5124,3,154.39,463.16999999999996
ORDER_100041,PROD_5105,3,672.35,2017.0500000000002
ORDER_100042,PROD_5094,2,159.74,319.48
ORDER_100042,PROD_5063,1,762.7,762.7
ORDER_100043,PROD_5130,1,97.58,97.58
ORDER_100044,PROD_5137,2,541.19,1082.38
ORDER_100044,PROD_5143,2,605.44,1210.88
ORDER_100044,PROD_5156,3,633.79,1901.37
ORDER_100044,PROD_5047,3,648.43,1945.29
ORDER_100045,PROD_5018,3,241.77,725.3100000000001
ORDER_100045,PROD_5195,2,236.74,473.48
ORDER_100046,PROD_5150,3,526.49,1579.47
ORDER_100046,PROD_5153,1,129.9,129.9
ORDER_100046,PROD_5187,3,235.47,706.41
ORDER_100046,PROD_5092,1,361.03,361.03
ORDER_100047,PROD_5149,1,827.19,827.19
ORDER_100047,PROD_5083,1,459.92,459.92
ORDER_100047,PROD_5171,1,723.12,723.12
ORDER_100047,PROD_5108,3,138.98,416.93999999999994
ORDER_100048,PROD_5041,3,443.94,1331.82
ORDER_100048,PROD_5078,2,75.63,151.26
ORDER_100048,PROD_5049,2,511.15,1022.3
ORDER_100048,PROD_5086,3,25.42,76.26
ORDER_100048,PROD_5140,3,194.41,583.23
ORDER_100049,PROD_5011,1,171.2,171.2
ORDER_100049,PROD_5136,3,270.26,810.78
ORDER_100050,PROD_5073,3,71.17,213.51
ORDER_100050,PROD_5078,1,75.63,75.63
ORDER_100050,PROD_5022,1,412.09,412.09
ORDER_100051,PROD_5110,2,81.47,162.94
ORDER_100052,PROD_5047,2,648.43,1296.86
ORDER_100053,PROD_5058,3,611.77,1835.31
ORDER_100053,PROD_5194,1,700.09,700.09
ORDER_100053,PROD_5137,2,541.19,1082.38
ORDER_100054,PROD_5183,2,595.04,1190.08
ORDER_100054,PROD_5120,3,633.71,1901.13
ORDER_100055,PROD_5045,2,264.05,528.1
ORDER_100055,PROD_5030,1,94.81,94.81
ORDER_100056,PROD_5179,1,255.52,255.52
ORDER_100056,PROD_5151,2,577.36,1154.72
ORDER_100056,PROD_5057,2,370.02,740.04
ORDER_100056,PROD_5156,3,633.79,1901.37
ORDER_100057,PROD_5168,2,318.41,636.82
ORDER_100057,PROD_5113,1,102.86,102.86
ORDER_100058,PROD_5172,1,682.86,682.86
ORDER_100059,PROD_5069,1,385.82,385.82
ORDER_100059,PROD_5139,1,38.75,38.75
ORDER_100060,PROD_5159,3,400.38,1201.1399999999999
ORDER_100060,PROD_5048,2,242.4,484.8
ORDER_100060,PROD_5143,1,605.44,605.44
ORDER_100060,PROD_5011,2,171.2,342.4
ORDER_100061,PROD_5079,2,451.86,903.72
ORDER_100061,PROD_5051,3,287.9,863.6999999999999
ORDER_100061,PROD_5131,2,209.56,419.12
ORDER_100061,PROD_5061,3,104.17,312.51
ORDER_100062,PROD_5100,3,121.68,365.04
ORDER_100062,PROD_5136,2,270.26,540.52
ORDER_100062,PROD_5194,2,700.09,1400.18
ORDER_100062,PROD_5116,1,104.58,104.58
ORDER_100063,PROD_5015,2,107.99,215.98
ORDER_100063,PROD_5167,2,797.07,1594.14
ORDER_100063,PROD_5157,1,573.45,573.45
ORDER_100063,PROD_5192,1,336.66,336.66
ORDER_100063,PROD_5057,1,370.02,370.02
ORDER_100064,PROD_5144,3,757.3,2271.8999999999996
ORDER_100065,PROD_5017,3,352.78,1058.34
ORDER_100065,PROD_5048,3,242.4,727.2
ORDER_100066,PROD_5046,3,201.46,604.38
ORDER_100066,PROD_5106,2,638.08,1276.16
ORDER_100066,PROD_5178,1,45.82,45.82
ORDER_100066,PROD_5057,3,370.02,1110.06
ORDER_100067,PROD_5083,1,459.92,459.92
ORDER_100067,PROD_5048,3,242.4,727.2
ORDER_100067,PROD_5111,1,546.54,546.54
ORDER_100068,PROD_5073,1,71.17,71.17
ORDER_100068,PROD_5046,2,201.46,402.92
ORDER_100068,PROD_5030,2,94.81,189.62
ORDER_100068,PROD_5016,3,325.37,976.11
ORDER_100069,PROD_5076,1,23.64,23.64
ORDER_100069,PROD_5199,3,235.99,707.97
ORDER_100069,PROD_5174,1,730.26,730.26
ORDER_100069,PROD_5017,2,352.78,705.56
ORDER_100070,PROD_5126,1,403.7,403.7
ORDER_100070,PROD_5020,3,80.48,241.44
ORDER_100070,PROD_5188,3,583.17,1749.5099999999998
ORDER_100071,PROD_5109,2,233.76,467.52
ORDER_100071,PROD_5127,3,57.95,173.85000000000002
ORDER_100071,PROD_5132,3,226.78,680.34
ORDER_100072,PROD_5081,3,799.8,2399.3999999999996
ORDER_100072,PROD_5025,3,229.98,689.9399999999999
ORDER_100073,PROD_5144,1,757.3,757.3
ORDER_100073,PROD_5035,2,743.65,1487.3
ORDER_100074,PROD_5129,1,355.99,355.99
ORDER_100074,PROD_5161,3,48.72,146.16
ORDER_100075,PROD_5022,2,412.09,824.18
ORDER_100075,PROD_5192,3,336.66,1009.98
ORDER_100076,PROD_5070,1,506.94,506.94
ORDER_100076,PROD_5049,3,511.15,1533.4499999999998
ORDER_100077,PROD_5132,2,226.78,453.56
ORDER_100077,PROD_5131,3,209.56,628.6800000000001
ORDER_100077,PROD_5142,3,413.42,1240.26
ORDER_100078,PROD_5059,2,441.8,883.6
ORDER_100078,PROD_5171,3,723.12,2169.36
ORDER_100078,PROD_5082,3,178.19,534.5699999999999
ORDER_100078,PROD_5002,2,41.86,83.72
ORDER_100079,PROD_5076,3,23.64,70.92
ORDER_100080,PROD_5185,2,259.32,518.64
ORDER_100080,PROD_5120,2,633.71,1267.42
ORDER_100080,PROD_5052,2,668.05,1336.1
ORDER_100080,PROD_5153,2,129.9,259.8
ORDER_100081,PROD_5198,1,724.26,724.26
ORDER_100081,PROD_5034,2,860.23,1720.46
ORDER_100081,PROD_5020,1,80.48,80.48
ORDER_100081,PROD_5155,2,331.06,662.12
ORDER_100081,PROD_5150,2,526.49,1052.98
ORDER_100082,PROD_5061,3,104.17,312.51
ORDER_100083,PROD_5009,3,160.61,481.83000000000004
ORDER_100084,PROD_5078,2,75.63,151.26
ORDER_100084,PROD_5003,3,584.48,1753.44
ORDER_100085,PROD_5007,2,567.3,1134.6
ORDER_100086,PROD_5039,2,577.71,1155.42
ORDER_100086,PROD_5134,2,273.73,547.46
ORDER_100087,PROD_5026,2,193.38,386.76
ORDER_100087,PROD_5121,1,342.4,342.4
ORDER_100088,PROD_5031,3,408.32,1224.96
ORDER_100088,PROD_5108,1,138.98,138.98
ORDER_100088,PROD_5000,2,187.53,375.06
ORDER_100088,PROD_5173,1,669.77,669.77
ORDER_100089,PROD_5104,1,32.53,32.53
ORDER_100089,PROD_5060,1,52.83,52.83
ORDER_100089,PROD_5140,1,194.41,194.41
ORDER_100089,PROD_5167,3,797.07,2391.21
ORDER_100090,PROD_5171,2,723.12,1446.24
ORDER_100091,PROD_5033,3,403.0,1209.0
ORDER_100091,PROD_5083,3,459.92,1379.76
ORDER_100091,PROD_5061,1,104.17,104.17
ORDER_100091,PROD_5092,1,361.03,361.03
ORDER_100092,PROD_5192,2,336.66,673.32
ORDER_100092,PROD_5041,1,443.94,443.94
ORDER_100092,PROD_5047,2,648.43,1296.86
ORDER_100092,PROD_5083,1,459.92,459.92
ORDER_100093,PROD_5002,1,41.86,41.86
ORDER_100094,PROD_5120,3,633.71,1901.13
ORDER_100094,PROD_5039,2,577.71,1155.42
ORDER_100095,PROD_5111,3,546.54,1639.62
ORDER_100095,PROD_5059,2,441.8,883.6
ORDER_100095,PROD_5178,2,45.82,91.64
ORDER_100095,PROD_5013,2,75.52,151.04
ORDER_100096,PROD_5072,3,587.62,1762.8600000000001
ORDER_100096,PROD_5083,1,459.92,459.92
ORDER_100096,PROD_5105,2,672.35,1344.7
ORDER_100097,PROD_5055,1,617.09,617.09
ORDER_100097,PROD_5156,2,633.79,1267.58
ORDER_100097,PROD_5179,1,255.52,255.52
ORDER_100098,PROD_5134,3,273.73,821.19
ORDER_100098,PROD_5010,3,291.42,874.26
ORDER_100098,PROD_5079,3,451.86,1355.58
ORDER_100098,PROD_5196,2,276.87,553.74
ORDER_100099,PROD_5083,2,459.92,919.84
ORDER_100099,PROD_5149,1,827.19,827.19
ORDER_100099,PROD_5188,1,583.17,583.17
ORDER_100099,PROD_5036,2,174.51,349.02
ORDER_100099,PROD_5026,2,193.38,386.76
ORDER_100100,PROD_5154,1,57.36,57.36
ORDER_100100,PROD_5130,1,97.58,97.58
ORDER_100100,PROD_5101,2,453.94,907.88
ORDER_100100,PROD_5101,2,453.94,907.88
ORDER_100101,PROD_5129,3,355.99,1067.97
ORDER_100101,PROD_5090,1,450.3,450.3
ORDER_100101,PROD_5181,3,356.8,1070.4
ORDER_100102,PROD_5083,2,459.92,919.84
ORDER_100102,PROD_5146,2,21.18,42.36
ORDER_100102,PROD_5157,2,573.45,1146.9
ORDER_100102,PROD_5152,2,128.37,256.74
ORDER_100102,PROD_5126,2,403.7,807.4
ORDER_100103,PROD_5096,3,364.58,1093.74
ORDER_100103,PROD_5182,3,422.98,1268.94
ORDER_100104,PROD_5188,3,583.17,1749.5099999999998
ORDER_100104,PROD_5120,2,633.71,1267.42
ORDER_100104,PROD_5001,3,601.34,1804.02
ORDER_100105,PROD_5135,1,678.93,678.93
ORDER_100105,PROD_5177,1,186.24,186.24
ORDER_100105,PROD_5114,3,244.29,732.87
ORDER_100106,PROD_5057,3,370.02,1110.06
ORDER_100106,PROD_5015,2,107.99,215.98
ORDER_100106,PROD_5077,2,275.23,550.46
ORDER_100106,PROD_5179,2,255.52,511.04
ORDER_100106,PROD_5113,2,102.86,205.72
ORDER_100107,PROD_5162,2,591.38,1182.76
ORDER_100107,PROD_5166,1,350.91,350.91
ORDER_100107,PROD_5164,1,460.18,460.18
ORDER_100107,PROD_5000,2,187.53,375.06
ORDER_100108,PROD_5006,3,139.02,417.06000000000006
ORDER_100108,PROD_5050,3,172.62,517.86
ORDER_100108,PROD_5002,2,41.86,83.72
ORDER_100108,PROD_5153,3,129.9,389.70000000000005
ORDER_100109,PROD_5043,1,571.49,571.49
ORDER_100109,PROD_5165,3,144.46,433.38
ORDER_100109,PROD_5029,2,292.89,585.78
ORDER_100109,PROD_5135,2,678.93,1357.86
ORDER_100110,PROD_5106,1,638.08,638.08
ORDER_100110,PROD_5106,1,638.08,638.08
ORDER_100111,PROD_5042,2,727.59,1455.18
ORDER_100111,PROD_5113,2,102.86,205.72
ORDER_100111,PROD_5080,2,346.94,693.88
ORDER_100111,PROD_5140,2,194.41,388.82
ORDER_100112,PROD_5038,1,741.3,741.3
ORDER_100112,PROD_5130,1,97.58,97.58
ORDER_100112,PROD_5161,3,48.72,146.16
ORDER_100113,PROD_5042,1,727.59,727.59
ORDER_100113,PROD_5130,1,97.58,97.58
ORDER_100114,PROD_5078,2,75.63,151.26
ORDER_100115,PROD_5021,3,607.8,1823.3999999999999
ORDER_100116,PROD_5041,2,443.94,887.88
ORDER_100117,PROD_5014,3,715.48,2146.44
ORDER_100117,PROD_5108,1,138.98,138.98
ORDER_100117,PROD_5041,1,443.94,443.94
ORDER_100117,PROD_5104,2,32.53,65.06
ORDER_100118,PROD_5053,2,510.44,1020.88
ORDER_100118,PROD_5026,3,193.38,580.14
ORDER_100118,PROD_5006,2,139.02,278.04
ORDER_100118,PROD_5071,2,287.31,574.62
ORDER_100119,PROD_5179,3,255.52,766.5600000000001
ORDER_100119,PROD_5083,3,459.92,1379.76
ORDER_100119,PROD_5095,2,252.63,505.26
ORDER_100119,PROD_5189,1,649.34,649.34
ORDER_100119,PROD_5112,2,631.86,1263.72
ORDER_100120,PROD_5041,1,443.94,443.94
ORDER_100120,PROD_5093,3,360.99,1082.97
ORDER_100120,PROD_5162,2,591.38,1182.76
ORDER_100120,PROD_5127,2,57.95,115.9
ORDER_100121,PROD_5006,2,139.02,278.04
ORDER_100121,PROD_5043,3,571.49,1714.47
ORDER_100121,PROD_5193,1,45.13,45.13
ORDER_100121,PROD_5061,3,104.17,312.51
ORDER_100121,PROD_5088,2,752.78,1505.56
ORDER_100122,PROD_5058,3,611.77,1835.31
ORDER_100122,PROD_5068,3,710.31,2130.93
ORDER_100122,PROD_5097,2,395.19,790.38
ORDER_100122,PROD_5054,2,507.94,1015.88
ORDER_100122,PROD_5128,1,591.49,591.49
ORDER_100123,PROD_5022,1,412.09,412.09
ORDER_100123,PROD_5143,3,605.44,1816.3200000000002
ORDER_100123,PROD_5005,2,154.26,308.52
ORDER_100123,PROD_5190,1,190.78,190.78
ORDER_100124,PROD_5148,3,240.67,722.01
ORDER_100125,PROD_5068,2,710.31,1420.62
ORDER_100125,PROD_5072,1,587.62,587.62
ORDER_100125,PROD_5192,2,336.66,673.32
ORDER_100125,PROD_5009,2,160.61,321.22
ORDER_100126,PROD_5080,1,346.94,346.94
ORDER_100126,PROD_5133,2,426.88,853.76
ORDER_100126,PROD_5100,3,121.68,365.04
ORDER_100127,PROD_5148,2,240.67,481.34
ORDER_100128,PROD_5092,1,361.03,361.03
ORDER_100128,PROD_5033,1,403.0,403.0
ORDER_100129,PROD_5131,3,209.56,628.6800000000001
ORDER_100129,PROD_5141,2,472.63,945.26
ORDER_100129,PROD_5145,2,423.63,847.26
ORDER_100130,PROD_5118,2,737.23,1474.46
ORDER_100130,PROD_5197,1,376.54,376.54
ORDER_100130,PROD_5041,2,443.94,887.88
ORDER_100130,PROD_5070,1,506.94,506.94
ORDER_100131,PROD_5008,3,125.98,377.94
ORDER_100131,PROD_5129,1,355.99,355.99
ORDER_100131,PROD_5195,3,236.74,710.22
ORDER_100131,PROD_5111,2,546.54,1093.08
ORDER_100132,PROD_5125,3,629.77,1889.31
ORDER_100132,PROD_5097,3,395.19,1185.57
ORDER_100132,PROD_5087,2,278.79,557.58
ORDER_100132,PROD_5062,1,449.61,449.61
ORDER_100133,PROD_5025,1,229.98,229.98
ORDER_100133,PROD_5138,2,230.65,461.3
ORDER_100133,PROD_5118,1,737.23,737.23
ORDER_100133,PROD_5107,2,530.65,1061.3
ORDER_100134,PROD_5163,2,780.86,1561.72
ORDER_100134,PROD_5073,2,71.17,142.34
ORDER_100134,PROD_5139,3,38.75,116.25
ORDER_100134,PROD_5071,1,287.31,287.31
ORDER_100135,PROD_5018,3,241.77,725.3100000000001
ORDER_100135,PROD_5038,2,741.3,1482.6
ORDER_100136,PROD_5147,2,293.94,587.88
ORDER_100136,PROD_5135,3,678.93,2036.79
ORDER_100136,PROD_5031,2,408.32,816.64
ORDER_100136,PROD_5146,1,21.18,21.18
ORDER_100137,PROD_5191,3,506.82,1520.46
ORDER_100137,PROD_5166,1,350.91,350.91
ORDER_100138,PROD_5118,2,737.23,1474.46
ORDER_100138,PROD_5128,1,591.49,591.49
ORDER_100139,PROD_5059,3,441.8,1325.4
ORDER_100139,PROD_5120,1,633.71,633.71
ORDER_100140,PROD_5018,2,241.77,483.54
ORDER_100140,PROD_5142,2,413.42,826.84
ORDER_100140,PROD_5188,2,583.17,1166.34
ORDER_100141,PROD_5002,2,41.86,83.72
ORDER_100141,PROD_5180,2,86.3,172.6
ORDER_100141,PROD_5051,1,287.9,287.9
ORDER_100141,PROD_5180,2,86.3,172.6
ORDER_100142,PROD_5049,1,511.15,511.15
ORDER_100142,PROD_5072,3,587.62,1762.8600000000001
ORDER_100143,PROD_5015,3,107.99,323.96999999999997
ORDER_100143,PROD_5059,2,441.8,883.6
ORDER_100143,PROD_5163,3,780.86,2342.58
ORDER_100143,PROD_5014,2,715.48,1430.96
ORDER_100144,PROD_5016,2,325.37,650.74
ORDER_100144,PROD_5185,2,259.32,518.64
ORDER_100144,PROD_5109,1,233.76,233.76
ORDER_100144,PROD_5134,3,273.73,821.19
ORDER_100144,PROD_5077,2,275.23,550.46
ORDER_100145,PROD_5161,2,48.72,97.44
ORDER_100146,PROD_5004,3,300.77,902.31
ORDER_100146,PROD_5140,3,194.41,583.23
ORDER_100147,PROD_5081,2,799.8,1599.6
ORDER_100147,PROD_5083,2,459.92,919.84
ORDER_100148,PROD_5138,2,230.65,461.3
ORDER_100149,PROD_5168,3,318.41,955.23
ORDER_100149,PROD_5059,1,441.8,441.8
ORDER_100149,PROD_5080,1,346.94,346.94
ORDER_100149,PROD_5189,1,649.34,649.34
ORDER_100150,PROD_5196,1,276.87,276.87
ORDER_100151,PROD_5132,1,226.78,226.78
ORDER_100151,PROD_5176,1,509.88,509.88
ORDER_100152,PROD_5126,1,403.7,403.7
ORDER_100152,PROD_5041,1,443.94,443.94
ORDER_100153,PROD_5147,1,293.94,293.94
ORDER_100153,PROD_5056,2,767.67,1535.34
ORDER_100153,PROD_5004,2,300.77,601.54
ORDER_100154,PROD_5002,3,41.86,125.58
ORDER_100154,PROD_5136,2,270.26,540.52
ORDER_100154,PROD_5099,3,250.91,752.73
ORDER_100154,PROD_5023,1,106.34,106.34
ORDER_100155,PROD_5139,2,38.75,77.5
ORDER_100155,PROD_5009,2,160.61,321.22
ORDER_100156,PROD_5098,2,502.65,1005.3
ORDER_100156,PROD_5143,1,605.44,605.44
ORDER_100157,PROD_5198,3,724.26,2172.7799999999997
ORDER_100157,PROD_5154,1,57.36,57.36
ORDER_100157,PROD_5111,1,546.54,546.54
ORDER_100157,PROD_5016,1,325.37,325.37
ORDER_100158,PROD_5131,2,209.56,419.12
ORDER_100159,PROD_5024,1,117.57,117.57
ORDER_100159,PROD_5060,2,52.83,105.66
ORDER_100159,PROD_5057,1,370.02,370.02
ORDER_100160,PROD_5010,1,291.42,291.42
ORDER_100160,PROD_5162,3,591.38,1774.1399999999999
ORDER_100160,PROD_5103,3,416.25,1248.75
ORDER_100160,PROD_5088,1,752.78,752.78
ORDER_100161,PROD_5041,2,443.94,887.88
ORDER_100161,PROD_5127,1,57.95,57.95
ORDER_100161,PROD_5197,2,376.54,753.08
ORDER_100162,PROD_5093,3,360.99,1082.97
ORDER_100162,PROD_5083,2,459.92,919.84
ORDER_100162,PROD_5036,3,174.51,523.53
ORDER_100162,PROD_5069,1,385.82,385.82
ORDER_100163,PROD_5146,2,21.18,42.36
ORDER_100163,PROD_5185,2,259.32,518.64
ORDER_100164,PROD_5116,2,104.58,209.16
ORDER_100164,PROD_5129,1,355.99,355.99
ORDER_100164,PROD_5082,3,178.19,534.5699999999999
ORDER_100164,PROD_5047,2,648.43,1296.86
ORDER_100164,PROD_5006,3,139.02,417.06000000000006
ORDER_100165,PROD_5032,1,466.45,466.45
ORDER_100165,PROD_5095,2,252.63,505.26
ORDER_100166,PROD_5009,3,160.61,481.83000000000004
ORDER_100166,PROD_5098,2,502.65,1005.3
ORDER_100167,PROD_5180,1,86.3,86.3
ORDER_100168,PROD_5172,1,682.86,682.86
ORDER_100168,PROD_5030,1,94.81,94.81
ORDER_100169,PROD_5130,2,97.58,195.16
ORDER_100169,PROD_5069,3,385.82,1157.46
ORDER_100169,PROD_5028,3,718.08,2154.2400000000002
ORDER_100170,PROD_5083,3,459.92,1379.76
ORDER_100170,PROD_5167,1,797.07,797.07
ORDER_100171,PROD_5153,3,129.9,389.70000000000005
ORDER_100171,PROD_5101,3,453.94,1361.82
ORDER_100171,PROD_5176,1,509.88,509.88
ORDER_100171,PROD_5158,2,91.67,183.34
ORDER_100172,PROD_5199,3,235.99,707.97
ORDER_100172,PROD_5103,3,416.25,1248.75
ORDER_100172,PROD_5125,1,629.77,629.77
ORDER_100173,PROD_5194,2,700.09,1400.18
ORDER_100174,PROD_5010,2,291.42,582.84
ORDER_100175,PROD_5049,3,511.15,1533.4499999999998
ORDER_100175,PROD_5164,3,460.18,1380.54
ORDER_100176,PROD_5074,1,474.28,474.28
ORDER_100177,PROD_5013,1,75.52,75.52
ORDER_100178,PROD_5127,2,57.95,115.9
ORDER_100178,PROD_5096,2,364.58,729.16
ORDER_100178,PROD_5165,2,144.46,288.92
ORDER_100178,PROD_5080,1,346.94,346.94
ORDER_100179,PROD_5175,1,570.71,570.71
ORDER_100179,PROD_5196,2,276.87,553.74
ORDER_100179,PROD_5197,3,376.54,1129.6200000000001
ORDER_100179,PROD_5180,1,86.3,86.3
ORDER_100180,PROD_5079,2,451.86,903.72
ORDER_100180,PROD_5012,3,174.17,522.51
ORDER_100180,PROD_5011,2,171.2,342.4
ORDER_100181,PROD_5172,1,682.86,682.86
ORDER_100181,PROD_5036,1,174.51,174.51
ORDER_100181,PROD_5060,3,52.83,158.49
ORDER_100182,PROD_5162,2,591.38,1182.76
ORDER_100183,PROD_5034,2,860.23,1720.46
ORDER_100183,PROD_5082,1,178.19,178.19
ORDER_100184,PROD_5092,2,361.03,722.06
ORDER_100185,PROD_5024,3,117.57,352.71
ORDER_100185,PROD_5108,1,138.98,138.98
ORDER_100185,PROD_5047,2,648.43,1296.86
ORDER_100186,PROD_5105,1,672.35,672.35
ORDER_100186,PROD_5039,2,577.71,1155.42
ORDER_100187,PROD_5061,2,104.17,208.34
ORDER_100187,PROD_5011,2,171.2,342.4
ORDER_100188,PROD_5068,3,710.31,2130.93
ORDER_100188,PROD_5159,1,400.38,400.38
ORDER_100188,PROD_5176,1,509.88,509.88
ORDER_100189,PROD_5111,2,546.54,1093.08
ORDER_100189,PROD_5112,1,631.86,631.86
ORDER_100189,PROD_5050,2,172.62,345.24
ORDER_100189,PROD_5035,1,743.65,743.65
ORDER_100190,PROD_5039,1,577.71,577.71
ORDER_100190,PROD_5025,2,229.98,459.96
ORDER_100190,PROD_5095,3,252.63,757.89
ORDER_100190,PROD_5165,3,144.46,433.38
ORDER_100191,PROD_5028,2,718.08,1436.16
ORDER_100191,PROD_5129,2,355.99,711.98
ORDER_100192,PROD_5136,1,270.26,270.26
ORDER_100192,PROD_5183,1,595.04,595.04
ORDER_100192,PROD_5085,3,550.2,1650.6000000000001
ORDER_100192,PROD_5009,1,160.61,160.61
ORDER_100193,PROD_5049,3,511.15,1533.4499999999998
ORDER_100193,PROD_5022,2,412.09,824.18
ORDER_100193,PROD_5082,3,178.19,534.5699999999999
ORDER_100193,PROD_5179,2,255.52,511.04
ORDER_100194,PROD_5075,1,297.88,297.88
ORDER_100194,PROD_5006,1,139.02,139.02
ORDER_100194,PROD_5129,1,355.99,355.99
